id_venda,data_venda,id_loja,id_produto,id_vendedor,quantidade,valor_unitario,desconto
1181,2024-06-18,14,128,36,1,1799.0,25
1182,2023-11-14,2,146,6,2,89.9,5
1183,2024-01-25,3,102,7,2,999.0,
1184,2023-09-29,5,121,12,1,1499.0,5
1185,2023-12-29,3,134,8,1,199.0,5
1186,2023-09-30,14,141,36,1,499.0,0
1187,2024-06-19,8,123,19,3,449.0,0
1188,2023-11-24,5,140,11,1,249.0,0
1189,2024-04-06,13,145,33,3,159.0,15
1190,2023-11-02,13,122,33,1,139.46,10
1191,2023-12-26,10,144,25,4,299.0,10
1192,2024-08-30,1,146,3,2,89.9,5
1193,2023-10-20,4,104,9,1,3299.0,0
1194,2024-07-20,4,118,9,4,199.9,0
1195,2023-11-14,12,105,29,1,5499.0,10
1196,2023-12-24,5,150,12,1,129.0,15
1197,2023-09-15,7,122,17,1,159.9,5
1198,2024-02-09,8,116,,2,1799.0,0
1199,2024-04-27,7,144,16,1,299.0,0
1200,2024-04-25,5,109,12,3,2179.46,30
1201,2024-03-27,3,101,8,2,1654.55,0
1202,2023-10-08,11,142,28,1,412.11,0
1203,2024-07-09,1,107,1,2,299.0,0
1204,2024-07-19,9,139,21,2,599.0,0
1205,2023-10-02,1,122,2,5,159.9,0
1206,2023-10-30,3,118,8,1,199.9,0
1207,2023-12-18,3,150,7,1,129.0,15
1208,2024-02-02,4,110,10,3,6999.0,20
1209,2024-08-12,8,141,19,3,499.0,0
1210,2023-10-09,9,125,23,3,2199.0,10
1211,2023-12-10, 13 ,140,34,2,249.0,10
1212,2024-06-04,2,116,6,1,1799.0,0
1213,2023-09-05,13,134,32,2,199.0,0
1214,2023-11-10,3,101,8,1,1899.0,10
1215,2024-08-30,5,128,12,1,1687.06,10
1216,2024-07-25,10,113,25,1,3499.0,0
1217,2024-03-04,8,106,20,2,59.9,0
1218,2024-03-21,8,148,18,1,139.0,0
1219,2024-08-18,3,124,7,1,129.9,0
1220,2023-11-02,7,141,16,1,499.0,0
1221,2024-07-11,4,149,9,3,229.0,0
1222,2023-12-16,12,145,31,1,159.0,10
1223,2024-04-30,8,148,18,2,139.0,0
1224,2024-06-20,14,135,36,5,1099.0,10
1225,2024-07-07,8,101,19,3,1899.0,5
1226,2024-04-22,6,148,14,2,139.0,10
1227,2023-12-11,3,104,8,3,2959.25,0
1228,2023-12-22,10,140,25,4,249.0,5
1229,2023-10-29,7,150,17,1,129.0,30
1230,2024-08-08,8,107,18,1,299.0,0
1231,2024-03-06,12,129,30,1,2899.0,0
1232,2024-08-22,4,121,10,1,1499.0,5
1233,2024-03-28,15,137,37,1,1587.5,10
1234,2024-02-17,8,130,20,1,699.0,10
1235,2023-10-05,13,140,34,2,249.0,10
1236,2024-04-30,7,124,16,2,129.9,0
1237,2024-05-08,12,126,29,4,2999.0,5
1238,2024-01-20,12,136,31,3,1399.0,5
1239,2024-07-18,14,137,36,1,1799.0,10
1240,2023-11-04,8,137,20,3,1799.0,5
1241,2023-12-27,3,101,7,2,1899.0,20
1242,2024-03-28,9,141,23,1,499.0,30
1243,2024-01-10,7,103,16,5,2899.0,5
1244,2023-11-07,13,149,32,2,229.0,0
1245,2024-06-29,8,139,20,1,599.0,0
1246,2024-05-20,8,148,19,3,139.0,0
1247,2023-11-26,9,135,23,2,1099.0,15
1248,2023-09-15,14,127,35,1,2599.0,5
1249,2024-03-06,8,139,19,1,599.0,10
1250,2023-11-08,2,134,4,5,199.0,0
1251,2023-10-27,15,135,39,4,1099.0,15
1252,2023-12-23,1,134,3,2,199.0,5
1253,12-04-2023,2,105,5,1,4694.91,0
1254,2024-04-11,99,101,27,1,1899.0,5
1255,2023-11-30,4,107,10,2,299.0,0
1256,2024-01-21,4,120,9,1,999.0,5
1257,2024-01-21,4,107,9,3,299.0,0
1258,2024-02-06,13,109,34,2,2299.0,0
1259,2023-12-09,12,148,29,1,139.0,0
1260,2023-10-28,6,118,14,1,199.9,5
1261,2024-07-22,9,143,22,1,399.0,15
1262,2024-02-18,6,129,13,2,2899.0,10
1263,2023-11-09,2,117,6,5,2299.0,5
1264,2023-12-13,7,124,16,3,129.9,0
1265,2024-05-06,3,130,8,1,699.0,0
1266,2023-10-06,2,101,5,2,1899.0,0
1267,2023-10-26,6,142,15,1,449.0,10
1268,2023-10-27,4,148,9,1,139.0,5
1269,2024-05-29,3,119,7,2,599.0,5
1270,2024-08-08,13,136,32,4,1399.0,5
1271,2023-11-27,11,124,27,3,129.9,0
1272,2024-01-22,4,146,9,4,89.9,15
1273,2023-12-12,12,130,30,3,699.0,20
1274,2024-08-29,8,118,20,2,199.9,5
1275,2023-11-23,7,127,16,2,2232.77,10
1276,2024-08-24,12,110,29,1,6999.0,0
1277,2024-06-07,8,147,19,1,199.0,5
1278,2024-03-02,10,141,26,1,499.0,10
1279,2024-05-20,1,143,40,1,378.03,20
1280,2024-06-02,6,123,15,2,449.0,0
1281,2024-04-02,14,128,36,2,1799.0,5
1282,2024-01-07,7,111,17,1,149.9,0
1283,2024-03-09,6,134,13,3,199.0,0
1284,2024-02-12,7,108,17,1,1499.0,10
1285,2024-01-18,5,141,12,1,499.0,0
1286,2023-11-08,15,116,38,1,1799.0,10
1287,2024-03-05,12,136,30,3,1399.0,5
1288,2023-11-15,5,143,12,1,345.97,0
1289,2023-11-07,10,101,26,2,1899.0,10
1290,2024-04-18,6,101,13,1,1899.0,5
1291,2024-01-22,10,123,25,1,449.0,10
1292,2024-05-16,7,115,16,1,2899.0,15
1293,2023-09-08,9,143,23,1,399.0,0
1294,2024-05-01,5,107,11,1,299.0,15
1295,2023-11-20,3,105,7,1,5499.0,10
1296,2024-07-01,10,118,25,3,199.9,10
1297,2024-07-23,99,144,36,1,299.0,0
1298,2023-10-03,9,139,22,1,599.0,20
1299,2024-08-25,9,111,22,2,149.9,5
1300,2024-04-22,3,141,7,1,499.0,20
1301,2023-12-02,11,133,28,1,1199.0,20
1302,2023-11-12,15,134,37,2,199.0,15
1303,2023-10-06,7,148,16,1,139.0,0
1304,2023-10-14,8,134,19,3,199.0,0
1305,2024-03-21,6,127,14,1,2599.0,5
1306,2024-06-20,12,118,29,1,182.08,10
1307,2023-11-02,8,123,19,1,449.0,5
1308,2023-12-05,10,101,25,1,1899.0,5
1309,2023-12-26,14,145,36,3,159.0,15
1310,2024-05-05,2,118,5,1,199.9,5
1311,2024-04-14,5,101,11,1,1899.0,0
1312,2024-08-01,9,112,23,1,68.14,25
1313,2024-07-02,8,146,18,1,89.9,20
1314,2023-11-02,9,111,22,2,149.9,0
1315,2023-12-25,15,122,39,1,159.9,5
1316,2024-05-30,15,149,39,4,205.95,15
1317,2024-07-25,13,117,33,1,2299.0,25
1318,2023-12-07,1,149,1,3,229.0,0
1319,2024-03-27,15,107,39,1,299.0,5
1320,2023-11-14,5,147,12,1,199.0,25
1321,2023-09-18,5,136,11,2,1399.0,0
1322,2024-05-11,11,138,27,1,2199.0,0
1323,2023-11-03,2,112,5,2,79.9,5
1324,2024-06-04,5,150,12,1,129.0,0
1325,2023-11-19,1,138,2,1,2199.0,10
1326,2023-11-28,13,135,34,1,1007.82,15
1327,08-25-2024,11,135,28,1,1099.0,10
1328,2024-02-01,7,143,17,1,399.0,10
1329,2024-06-15,4,125,9,5,2199.0,25
1330,2024-01-07,12,137,29,1,1799.0,5
1331,2024-04-11,10,131,25,2,408.27,0
1332,2024-03-08,10,112,24,2,79.9,0
1333,2023-12-13,12,115,31,1,2899.0,10
1334,2024-07-30,2,143,6,1,399.0,0
1335,2024-07-17,15,118,37,1,199.9,0
1336,2024-08-02,5,127,11,1,2599.0,0
1337,2023-10-13,15,136,37,1,1399.0,5
1338,2024-05-05,7,131,17,2,449.0,25
1339,2024-03-08,15,137,37,3,1799.0,0
1340,2024-08-24,2,106,6,1,59.9,5
1341,2024-05-01,1,116,3,1,1799.0,0
1342,2023-11-16,13,127,32,1,2599.0,5
1343,2024-01-06,9,107,23,1,299.0,5
1344,2023-12-20,2,134,6,1,199.0,5
1345,2023-09-20,12,109,31,3,2299.0,20
1346,2024-06-23,1,143,2,1,399.0,0
1347,2024-08-02,15,113,37,2,3499.0,0
1348,2024-04-18,11,117,27,1,2299.0,0
1349,2023-12-15,15,128,38,4,1799.0,15
1350,2024-04-30,14,150,35,1,129.0,20
1351,2024-06-02,13,135,34,1,1099.0,20
1352,2024-04-01,13,149,34,1,229.0,10
1353,2024-07-09,7,145,17,1,159.0,5
1354,2024-05-10,3,141,8,5,499.0,20
1355,2024-07-17,9,109,21,1,1975.94,5
1356,2023-12-27,15,123,37,2,449.0,5
1357,2023-11-07,6,128,14,3,1799.0,10
1358,2024-06-25,13,104,33,1,3299.0,0
1359,2024-04-15,3,123,8,1,449.0,0
1360,2024-04-26,5,141,11,3,499.0,0
1361,2024-04-21,11,110,27,1,6999.0,0
1362,2023-10-29,3,148,8,1,139.0,0
1363,2024-05-10,9,111,22,1,149.9,0
1364,2024-02-19,11,131,27,1,449.0,5
1365,2024-06-20,2,147,4,1,199.0,25
1366,2024-05-06,10,101,25,3,1784.42,5
1367,2023-12-17,2,112,4,2,79.9,20
1368,2023-11-14,3,146,8,1,89.9,0
1369,2024-01-03,11,104,28,3,3005.79,15
1370,2024-03-02,2,113,6,2,3499.0,25
1371,2023-12-03,12,115,30,3,2899.0,0
1372,2024-08-13,4,146,10,2,89.9,0
1373,2024-06-25,14,131,35,1,449.0,0
1374,2024-04-15,4,120,9,4,999.0,0
1375,2023-10-09,14,145,35,2,140.94,10
1376,2024-05-16,15,108,38,4,1499.0,0
1377,2023-10-15,14,106,36,1,59.9,0
1378,2024-08-31,12,145,30,1,147.68,0
1379,2024-06-27,15,147,39,2,175.65,0
1380,2023-10-29,12,105,29,1,5499.0,15
1381,2023-11-27,3,144,7,1,299.0,5
1382,2023-10-05,6,128,13,1,1799.0,5
1383,2023-12-11,4,125,10,1,2199.0,0
1384,2023-09-05,12,120,30,5,999.0,5
1385,2023-10-06,2,126,4,4,2999.0,25
1386,2023-10-31,4,130,9,1,621.81,15
1387,2024-02-28,2,124,6,2,129.9,5
1388,2024-05-22,12,113,30,2,3050.73,5
1389,2024-07-22,14,141,36,2,452.44,0
1390,2023-10-06,4,150,10,1,129.0,10
1391,2024-05-21,15,139,38,1,599.0,10
1392,2023-11-02,8,107,19,1,299.0,0
1393,2024-05-30,10,104,26,2,3299.0,5
1394,2024-05-13,14,124,35,3,112.21,0
1395,2023-09-25,7,106,16,5,59.9,5
1396,2023-09-16,10,135,24,4,1099.0,10
1397,2023-11-09,1,146,2,2,89.9,25
1398,2024-05-15,5,127,11,1,2599.0,0
1399,2023-09-14,1,149,1,3,229.0,15
1400,2024-06-24,15,105,39,1,5499.0,0
1401,2024-08-31,11,135,28,2,1099.0,25
1402,2024-03-06,12,146,30,3,89.9,15
1403,2024-04-28,6,117,15,3,2299.0,20
1404,2024-05-05,9,147,21,5,199.0,20
1405,2024-02-23,9,111,21,1,149.9,5
1406,2024-07-31,13,150,33,3,129.0,5
1407,2024-04-02,12,138,29,2,2199.0,5
1408,2023-10-10,12,142,30,3,449.0,0
1409,2023-11-09,8,124,19,4,129.9,25
1410,2024-08-20,6,147,14,2,199.0,10
1411,2024-08-29,12,104,30,2,3299.0,5
1412,2023-12-09,15,137,38,2,1799.0,0
1413,2023-10-07,10,121,26,1,1499.0,5
1414,2024-07-02,1,119,40,3,599.0,0
1415,2024-05-31,10,125,26,2,1975.18,0
1416,2024-02-08,8,144,19,1,299.0,0
1417,2024-02-27,6,108,13,3,1499.0,200
1418,2023-11-10,14,120,36,1,999.0,0
1419,2024-03-29,4,147,10,2,199.0,0
1420,2023-10-10,10,129,25,3,2899.0,5
1421,2024-02-13,6,138,,3,2199.0,0
1422,2024-08-20,7,112,17,2,79.9,10
1423,2024-06-16,5,147,12,2,199.0,0
1424,2024-07-05,12,112,31,4,79.9,0
1425,2024-01-26,1,103,2,2,2899.0,0
1426,2023-12-05,9,119,22,4,599.0,25
1427,2024-05-20,11,105,27,1,5499.0,0
1428,2023-12-09,8,130,20,4,699.0,0
1429,2024-08-28,9,150,21,1,129.0,20
1430,2023-11-27,7,106,17,1,59.9,0
1431,2024-08-31,2,112,5,2,79.9,20
1432,06/01/2024,15,121,37,3,1499.0,0
1433,2023-10-27,9,132,22,1,899.0,5
1434,2023-12-06,6,114,15,1,4899.0,10
1435,2024-03-04,8,103,18,3,2899.0,10
1436,2024-02-11,8,104,18,1,3299.0,0
1437,2024-05-22,1,138,3,3,2199.0,15
1438,2024-05-10,2,137,5,1,1799.0,30
1439,2023-09-19,12,135,29,1,1099.0,5
1440,2023-11-06,2,142,5,1,449.0,20
1441,2024-01-16,12,135,31,1,1099.0,5
1442,2024-08-20,1,108,1,3,1499.0,0
1443,2023-10-26,7,110,17,1,6999.0,5
1444,2024-01-26,8,113,19,2,3499.0,0
1445,2023-11-13,3,122,7,4,159.9,0
1446,2024-01-05,4,112,9,2,79.9,10
1447,2024-03-11,13,107,34,1,299.0,25
1448,2023-09-02,4,143,10,2,399.0,0
1449,2023-12-10,15,136,38,1,1399.0,10
1450,2023-11-06,3,104,8,2,3299.0,15
1451,2024-08-30,11,138,28,1,2199.0,10
1452,2024-03-11,3,104,8,1,3299.0,5
1453,2024-05-02,11,106,27,3,59.9,10
1454,2023-10-10,9,110,22,1,6999.0,15
1455,2024-03-20,4,131,9,1,449.0,10
1456,2023-11-02,12,110,30,1,6999.0,0
1457,2024-06-21,5,103,11,2,2899.0,5
1458,2024-06-20,8,137,20,1,1799.0,0
1459,2024-02-18,7,132,17,1,899.0,5
1460,2024-04-20,2,149,5,1,229.0,5
1461,2024-07-14,2,125,4,1,2199.0,10
1462,2024-01-22,8,124,20,2,129.9,25
1463,2024-04-13,14,110,36,5,6999.0,0
1464,2023-10-25,15,147,39,1,199.0,10
1465,2023-10-20,11,131,28,2,449.0,0
1466,2024-07-25,10,125,26,1,2199.0,0
1467,2023-09-28,8,119,20,2,565.77,30
1468,2023-11-08,3,135,8,1,1099.0,15
1469,2024-04-16,1,146,40,2,89.9,0
1470,2024-05-15,2,125,5,2,2199.0,0
1471,2023-10-18,5,131,11,1,449.0,25
1472,2024-04-03,3,132,7,1,899.0,5
1473,2024-03-27,2,121,5,2,1499.0,0
1474,2024-01-13,5,127,11,1,2599.0,10
1475,2023-12-09,6,131,15,1,395.47,5
1476,2023-12-01,9,131,23,3,449.0,0
1477,2023-12-22,11,114,27,2,4899.0,0
1478,2023-09-15,11,118,28,2,199.9,0
1479,2023-12-25,2,101,5,4,1899.0,5
1480,2024-04-07,2,118,6,2,199.9,0
1481,2024-05-13,10,139,26,1,599.0,0
1482,2024-07-13,15,146,39,1,89.9,0
1483,2023-10-02,13,110,34,1,6999.0,0
1484,2024-04-30,14,139,35,1,599.0,0
1485,2024-04-06,6,144,13,2,299.0,0
1486,2023-09-17,10,103,25,2,2899.0,0
1487,2023-11-12,4,102,10,1,999.0,5
1488,2024-08-01,12,133,31,3,1199.0,10
1489,2024-03-30,1,141,2,4,499.0,0
1490,2024-04-03,13,118,33,1,199.9,5
1491,2023-12-12,3,105,7,1,5499.0,5
1492,2024-07-25,15,115,38,2,2899.0,0
1493,2024-05-12,4,144,10,1,299.0,20
1494,2023-12-09,4,116,10,1,1799.0,5
1495,2024-06-17,10,117,25,1,2299.0,20
1496,2023-11-18,4,142,9,2,449.0,5
1497,2024-03-02,7,125,16,4,2199.0,0
1498,2024-05-05,7,123,17,3,449.0,20
1499,2023-11-18,7,104,16,3,3299.0,0
1500,2024-01-15,12,103,31,1,2899.0,0
1501,2024-03-14,13,148,33,1,139.0,30
1502,2024-01-26,6,135,15,1,1099.0,30
1503,2024-01-16,9,108,22,1,1499.0,0
1504,2024-03-22,10,116,26,1,1799.0,5
1505,2024-05-03,14,140,35,1,249.0,10
1506,2023-12-18,4,144,9,1,299.0,5
1507,2024-01-16,4,150,10,1,120.61,10
1508,2024-08-31,2,131,6,5,389.05,10
1509,2023-11-14,10,115,26,2,2899.0,0
1510,2024-08-14,11,149,28,1,229.0,0
1511,2023-11-05,5,137,12,4,1799.0,20
1512,2023-09-27,15,119,37,2,599.0,0
1513,2024-01-29,2,122,4,1,159.9,5
1514,2024-04-23,7,132,16,1,899.0,0
1515,2024-07-30,2,143,6,1,399.0,5
1516,2023-10-25,6,110,14,1,6999.0,15
1517,2023-10-09,8,140,19,3,249.0,0
1518,2023-11-21,8,104,18,3,3299.0,20
1519,2024-07-20,4,129,9,2,2899.0,0
1520,2024-07-25,5,102,12,1,999.0,0
1521,2023-10-02,3,135,8,3,1099.0,20
1522,2024-05-11,3,119,8,3,538.76,0
1523,2023-12-01,13,140,34,1,249.0,5
1524,2024-08-03,3,106,7,1,59.9,5
1525,2024-02-04,7,122,17,3,159.9,15
1526,2024-02-07,13,119,32,1,599.0,0
1527,2024-01-06,11,131,28,1,449.0,0
1528,2023-10-13,10,146,25,1,89.9,5
1529,2024-04-30,2,145,6,1,159.0,10
1530,2024-03-22,10,137,25,2,1799.0,10
1531,2024-06-20,12,124,31,1,129.9,5
1532,2023-11-24,9,136,21,2,1399.0,0
1533,2023-11-16,1,110,1,1,6999.0,5
1534,2023-09-10,4,146,10,1,89.9,0
1535,2023-09-09,6,117,13,2,2299.0,0
1536,2023-12-10,1,145,40,4,159.0,0
1537,29/04/2024,6,132,14,1,899.0,10
1538,2024-04-01,1,145,2,1,159.0,10
1539,2023-11-20,8,149,18,1,229.0,5
1540,2023-12-28,12,137,30,1,1799.0,0
1541,2024-08-02,5,119,12,1,599.0,15
1542,2024-06-03,10,125,,3,1930.52,10
1543,2024-06-03,10,114,24,1,4899.0,5
1544,2023-09-26,10,138,26,1,2199.0,5
1545,2023-12-11,6,130,15,3,699.0,15
1546,2024-04-21,4,110,10,1,6999.0,20
1547,2023-11-15,12,105,31,4,5499.0,0
1548,2023-10-16,3,132,8,1,899.0,0
1549,2023-12-04,11,101,27,3,1899.0,10
1550,2024-05-02,13,146,32,5,89.9,30
1551,2024-03-15,13,118,32,3,199.9,20
1552,2023-10-13,14,112,36,1,73.2,0
1553,2024-08-08,5,145,11,5,159.0,0
1554,2024-08-27,1,119,99,1,599.0,10
1555,2023-09-18,4,123,10,1,449.0,10
1556,2023-10-05,8,139,19,1,599.0,5
1557,2024-08-07,6,130,13,3,699.0,25
1558,2023-11-17,6,118,15,1,199.9,0
1559,2023-12-13,2,120,4,4,999.0,0
1560,2024-08-25,3,121,8,1,1499.0,0
1561,2023-11-20,12,102,31,2,999.0,10
1562,2024-08-26,8,108,19,2,1499.0,
1563,2023-11-21,10,143,25,1,359.57,10
1564,2024-02-20,10,143,24,2,399.0,5
1565,2023-09-11,13,118,33,2,199.9,30
1566,2024-02-15,11,130,27,3,699.0,0
1567,2024-07-09,13,147,33,3,199.0,5
1568,2023-11-27,14,150,36,3,129.0,10
1569,2024-04-08,3,102,8,1,999.0,30
1570,2024-05-04,4,121,9,5,1499.0,0
1571,2024-07-04,13,147,32,2,199.0,5
1572,2024-01-17,5,131,12,1,449.0,15
1573,2024-04-17,15,149,39,4,229.0,0
1574,2024-06-03,15,139,38,4,599.0,15
1575,2023-10-12,6,128,14,2,1799.0,0
1576,2024-02-03,15,134,38,1,181.09,15
1577,2023-10-08,15,103,38,4,2899.0,0
1578,2024-04-23,1,137,1,3,1799.0,10
1579,2024-01-20,3,107,7,1,299.0,0
1580,2024-01-04,14,114,35,2,4899.0,0
1581,2024-02-03,8,127,19,3,2347.8,10
1582,2024-08-28,6,102,14,2,999.0,0
1583,2024-07-23,13,111,32,2,149.9,10
1584,2023-09-29,5,129,11,2,2899.0,0
1585,2024-05-15,9,134,21,1,178.5,15
1586,2024-05-15,7,121,17,1,1348.19,0
1587,2024-05-28,7,149,17,4,200.39,0
1588,2024-05-10,7,101,16,1,1899.0,20
1589,2024-07-03,12,129,30,3,2899.0,5
1590,2024-07-08,11,129,27,5,2899.0,5
1591,2024-02-27,10,148,24,1,139.0,15
1592,2023-12-02,15,140,39,1,249.0,5
1593,2024-07-18,9,130,23,1,699.0,15
1594,2024-07-27,4,143,10,1,399.0,0
1595,2024-06-19,9,107,21,1,299.0,10
1596,2024-01-23,10,148,25,2,139.0,0
1597,2023-09-02,5,141,12,2,499.0,0
1598,2023-10-26,14,115,36,3,2899.0,5
1599,2023-12-18,4,105,9,4,5499.0,20
1600,2023-09-13,11,125,27,2,2199.0,5
1601,2023-09-14,13,129,34,3,2899.0,5
1602,2023-10-28,2,134,4,1,199.0,0
1603,2023-12-01,3,141,7,3,499.0,0
1604,2024-02-23, 14 ,134,36,4,199.0,15
1605,2023-11-21,10,125,25,2,2199.0,20
1606,2024-07-03,10,103,24,1,2899.0,0
1607,2023-12-20,3,130,7,3,616.8,10
1608,2024-05-24,1,149,40,1,229.0,5
1609,2024-01-18,5,141,12,5,499.0,0
1610,2023-12-27,7,136,17,1,1399.0,5
1611,2024-04-15,5,104,12,2,3299.0,10
1612,2024-03-02,10,109,24,2,2299.0,5
1613,2023-11-04,14,129,36,1,2899.0,15
1614,2024-04-03,6,102,15,1,999.0,15
1615,2023-09-23,1,106,2,4,59.9,5
1616,2024-03-16,8,134,19,1,199.0,5
1617,2024-04-04,14,109,35,2,2299.0,0
1618,2024-08-02,15,113,38,1,3216.46,0
1619,2024-08-27,7,120,16,2,930.52,0
1620,2024-08-09,2,112,4,2,79.9,20
1621,2024-02-20,13,136,33,3,1399.0,20
1622,2024-07-11,14,134,35,4,199.0,0
1623,2023-10-26,1,105,2,3,5499.0,10
1624,2023-10-20,13,109,32,4,2299.0,0
1625,2023-10-31,8,137,18,1,1799.0,15
1626,2023-12-09,15,131,39,1,449.0,5
1627,2024-08-13,4,117,9,3,2299.0,0
1628,2023-12-31,10,101,26,2,1899.0,5
1629,2023-10-05,11,145,28,1,159.0,15
1630,2023-12-14,3,132,7,2,899.0,10
1631,2024-04-06,6,109,14,4,2299.0,0
1632,2024-06-22,6,120,13,1,999.0,0
1633,2024-06-01,4,106,9,1,59.9,20
1634,2023-11-27,13,144,33,4,276.39,0
1635,2023-09-11,13,112,33,1,79.9,0
1636,2023-11-29,2,123,6,1,449.0,0
1637,2024-05-24,7,106,16,2,59.9,0
1638,2024-04-06,1,138,2,3,2199.0,0
1639,2023-12-25,11,108,28,1,1499.0,200
1640,2023-10-27,12,127,30,1,2599.0,0
1641,2024-01-11,14,146,36,1,89.9,10
1642,2024-03-13,15,103,38,1,2528.8,0
1643,2024-01-05,3,106,8,1,59.9,15
1644,2023-10-18,11,147,28,1,199.0,0
1645,2023-11-27,7,103,17,1,2899.0,0
1646,2023-10-15,9,141,23,1,499.0,5
1647,2024-07-27,2,111,4,2,149.9,0
1648,2023-09-21,4,141,9,1,436.12,5
1649,2023-09-29,6,134,15,4,199.0,0
1650,2024-08-21,1,133,,1,1199.0,10
1651,2024-04-19,11,146,27,1,89.9,20
1652,2024-04-23,15,128,37,1,1799.0,25
1653,2024-02-14,11,139,27,1,531.16,0
1654,2023-09-08,2,104,6,5,3299.0,25
1655,2024-03-28,7,144,16,1,299.0,20
1656,2023-11-09,9,134,23,1,199.0,10
1657,2024-05-04,12,107,30,3,299.0,0
1658,2023-10-26,4,117,9,1,2057.56,0
1659,2024-04-23,13,125,33,2,2199.0,0
1660,2023-12-06,11,148,28,1,139.0,5
1661,2023-10-23,9,146,22,1,89.9,0
1662,2023-11-29,13,147,34,1,199.0,5
1663,2023-10-01,6,107,15,1,299.0,10
1664,2024-07-04,2,122,4,1,159.9,0
1665,2023-11-30,4,147,10,4,199.0,10
1666,2023-09-29,14,143,36,1,399.0,10
1667,2024-04-16,12,143,31,2,357.05,0
1668,2024-05-25,2,116,4,1,1620.14,0
1669,2024-06-18,9,135,23,2,950.9,10
1670,2024-06-24,7,139,17,2,599.0,10
1671,2024-08-23,2,104,5,1,3299.0,5
1672,2023-10-09,9,150,23,3,129.0,0
1673,2023-12-31,11,107,28,2,299.0,0
1674,2023-12-21,13,128,34,1,1799.0,0
1675,2024-07-05,12,130,29,1,699.0,5
1676,2024-05-05,2,128,5,4,1799.0,0
1677,2024-04-10,12,126,29,1,2999.0,5
1678,2023-12-29,10,148,24,2,139.0,0
1679,2024-04-30,15,127,37,1,2599.0,10
1680,2023-11-26,2,102,5,1,999.0,0
1681,2023-12-18,9,139,22,2,599.0,20
1682,2024-05-01,2,134,5,5,199.0,0
1683,2024-07-26,14,145,35,3,159.0,0
1684,2024-08-06,7,134,17,1,199.0,10
1685,2023-11-12,5,135,11,3,1099.0,5
1686,2024-04-07,4,132,10,1,899.0,10
1687,2024-07-02,4,112,10,2,79.9,10
1688,2024-08-28,2,128,5,2,1636.65,0
1689,2024-04-14,2,108,4,2,1499.0,5
1690,2024-06-03,10,147,26,3,199.0,25
1691,2023-11-07,4,134,10,1,199.0,15
1692,2023-09-02,12,130,31,1,699.0,0
1693,2023-10-09,6,120,13,4,999.0,15
1694,2023-10-17,5,105,12,2,5499.0,0
1695,2023-09-26,11,142,27,1,404.2,5
1696,2023-09-23,11,132,27,1,899.0,0
1697,2024-02-21,14,107,35,2,299.0,0
1698,2024-01-16,6,145,13,2,159.0,0
1699,2024-03-14,8,113,20,2,3499.0,0
1700,2024-01-14,1,119,2,1,599.0,0
1701,2024-06-10,2,123,5,1,449.0,5
1702,2024-08-12,12,106,29,1,59.9,0
1703,2024-04-10,15,104,37,1,3299.0,25
1704,2023-10-03,1,104,40,3,3299.0,0
1705,2023-12-01,13,138,34,3,2199.0,5
1706,17/08/2024,13,114,33,1,4899.0,10
1707,2024-06-04,5,124,12,2,129.9,15
1708,2023-10-29,3,145,7,2,159.0,0
1709,2023-12-13,10,141,24,2,499.0,10
1710,2023-10-19,12,109,31,1,2299.0,10
1711,2024-05-27,7,105,17,1,5499.0,10
1712,2023-11-10,12,101,30,1,1899.0,15
1713,2024-06-04,14,112,36,1,79.9,5
1714,2023-11-17,14,120,36,1,999.0,10
1715,2024-03-02,8,110,20,1,6999.0,10
1716,2023-10-21,15,103,37,1,2899.0,25
1717,2023-11-10,1,110,3,1,6999.0,20
1718,2024-08-07,3,142,8,2,449.0,0
1719,2024-04-05,6,102,15,1,929.83,0
1720,2023-10-11,1,116,40,2,1799.0,0
1721,2023-10-04,11,150,27,1,129.0,5
1722,2023-09-08,1,138,1,2,1997.61,5
1723,2023-12-25,5,110,12,2,6999.0,0
1724,2023-11-08,14,137,36,1,1799.0,15
1725,2024-02-26,9,136,22,2,1399.0,0
1726,2023-11-24,10,131,26,2,449.0,0
1727,2024-08-24,12,131,29,3,393.86,20
1728,2023-12-14,8,129,19,1,2546.62,0
1729,2024-07-01,14,112,36,1,79.9,0
1730,2023-09-06,9,129,21,1,2470.25,5
1731,2023-10-28,14,142,35,1,449.0,5
1732,2024-07-30,14,132,35,3,769.42,30
1733,2024-01-15,12,145,31,3,159.0,0
1734,2023-10-23,9,133,21,2,1199.0,0
1735,2023-11-24,14,104,35,3,3299.0,15
1736,2024-06-26,10,117,24,2,2299.0,20
1737,2024-01-20,9,119,22,3,599.0,20
1738,2024-07-04,10,141,25,1,499.0,0
1739,2024-05-21,5,141,12,5,499.0,0
1740,2023-10-08,14,106,36,1,59.9,15
1741,2024-04-15,9,118,23,1,176.27,15
1742,2023-11-16,3,114,7,1,4899.0,30
1743,2024-01-17,7,129,17,1,2899.0,20
1744,2024-07-01,12,126,31,1,2999.0,5
1745,2024-01-11,6,119,13,2,537.89,0
1746,2023-11-01,8,119,20,1,599.0,15
1747,2024-01-27,13,119,33,1,599.0,0
1748,2023-12-28,11,105,28,2,5499.0,5
1749,2023-09-17,7,126,16,1,2999.0,10
1750,2024-03-03,7,121,17,1,1499.0,0
1751,2024-02-05,9,148,22,1,118.87,10
